t_console,stat,line,posx,posy,posz,mpox,mpoy,mpoz,vel,feed,unit,dist,plane,coor,momo,raw_json,spindle,x_motor,y_motor,z_motor,spindle_A,x_motor_A,y_motor_A,z_motor_A,spindle2.Ax,spindle2.Ay,spindle2.Az,spindle2.Gx,spindle2.Gy,spindle2.Gz,spindle2.Mx,spindle2.My,spindle2.Mz,spindle2.Pressure,spindle2.Temperature,spindle2.Proximity,spindle2.ColorR,spindle2.ColorG,spindle2.ColorB,spindle2.ColorA,spindle2.RMS,frame_r2.Ax,frame_r2.Ay,frame_r2.Az,frame_r2.Gx,frame_r2.Gy,frame_r2.Gz,frame_r2.Mx,frame_r2.My,frame_r2.Mz,frame_r2.Pressure,frame_r2.Temperature,frame_r2.Proximity,frame_r2.ColorR,frame_r2.ColorG,frame_r2.ColorB,frame_r2.ColorA,frame_r2.RMS,y_bed__4.Ax,y_bed__4.Ay,y_bed__4.Az,y_bed__4.Gx,y_bed__4.Gy,y_bed__4.Gz,y_bed__4.Mx,y_bed__4.My,y_bed__4.Mz,y_bed__4.Pressure,y_bed__4.Temperature,y_bed__4.Proximity,y_bed__4.ColorR,y_bed__4.ColorG,y_bed__4.ColorB,y_bed__4.ColorA,y_bed__4.RMS,y_bed__3.Ax,y_bed__3.Ay,y_bed__3.Az,y_bed__3.Gx,y_bed__3.Gy,y_bed__3.Gz,y_bed__3.Mx,y_bed__3.My,y_bed__3.Mz,y_bed__3.Pressure,y_bed__3.Temperature,y_bed__3.Proximity,y_bed__3.ColorR,y_bed__3.ColorG,y_bed__3.ColorB,y_bed__3.ColorA,y_bed__3.RMS,frame_l2.Ax,frame_l2.Ay,frame_l2.Az,frame_l2.Gx,frame_l2.Gy,frame_l2.Gz,frame_l2.Mx,frame_l2.My,frame_l2.Mz,frame_l2.Pressure,frame_l2.Temperature,frame_l2.Proximity,frame_l2.ColorR,frame_l2.ColorG,frame_l2.ColorB,frame_l2.ColorA,frame_l2.RMS,frame_b2.Ax,frame_b2.Ay,frame_b2.Az,frame_b2.Gx,frame_b2.Gy,frame_b2.Gz,frame_b2.Mx,frame_b2.My,frame_b2.Mz,frame_b2.Pressure,frame_b2.Temperature,frame_b2.Proximity,frame_b2.ColorR,frame_b2.ColorG,frame_b2.ColorB,frame_b2.ColorA,frame_b2.RMS,frame_r1.Ax,frame_r1.Ay,frame_r1.Az,frame_r1.Gx,frame_r1.Gy,frame_r1.Gz,frame_r1.Mx,frame_r1.My,frame_r1.Mz,frame_r1.Pressure,frame_r1.Temperature,frame_r1.Proximity,frame_r1.ColorR,frame_r1.ColorG,frame_r1.ColorB,frame_r1.ColorA,frame_r1.RMS,xa_motor.Ax,xa_motor.Ay,xa_motor.Az,xa_motor.Gx,xa_motor.Gy,xa_motor.Gz,xa_motor.Mx,xa_motor.My,xa_motor.Mz,xa_motor.Pressure,xa_motor.Temperature,xa_motor.Proximity,xa_motor.ColorR,xa_motor.ColorG,xa_motor.ColorB,xa_motor.ColorA,xa_motor.RMS,gcode_line,gcode_string
14:25:23.700,5,28,3.291,0.0427,0.0003,131.15252,17.96982,-25.98488,,558.8,0,0,,2,1,"{""sr"":{""mpox"":131.15252,""mpoy"":17.96982,""mpoz"":-25.98488,""mpoa"":0,""posx"":3.291,""posy"":0.0427,""posz"":0.0003,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":28,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":0,""hold"":0,""macs"":5,""cycs"":1,""sps"":0,""feed"":558.8,""mark"":1598813305}}",5.10251051367959,0.2042471556342207,0.2073615143308416,0.2145245393330697,5.10251051367959,0.2042471556342207,0.2073615143308416,0.2145245393330697,-1.029,-0.067,0.001,2.319,1.892,1.16,11.0,-13.0,23.0,99.7,37.21,0.0,0.0,0.0,0.0,0.0,307.0,-1.005,-0.076,0.024,5.31,1.648,2.075,-5.0,16.0,-93.0,99.8,31.12,0.0,0.0,0.0,0.0,0.0,310.0,-1.007,0.121,-0.01,2.869,1.648,4.211,-25.0,36.0,32.0,99.7,31.68,0.0,0.0,0.0,0.0,0.0,429.0,-0.996,-0.031,0.014,-5.066,-7.935,0.427,4.0,28.0,43.0,99.8,31.36,0.0,0.0,0.0,0.0,0.0,554.0,-0.991,0.041,-0.01,-1.221,-0.549,1.099,-32.0,34.0,-29.0,99.8,30.95,0.0,0.0,0.0,0.0,0.0,336.0,-1.006,-0.001,-0.012,-0.122,2.502,5.066,15.0,18.0,-63.0,99.7,30.39,0.0,0.0,0.0,0.0,0.0,406.0,-1.011,-0.08,-0.023,2.869,0.549,2.38,-21.0,-31.0,-20.0,99.7,31.63,0.0,0.0,0.0,0.0,0.0,601.0,-1.005,-0.039,-0.023,8.728,4.944,3.052,86.0,78.0,-400.0,99.8,27.31,0.0,0.0,0.0,0.0,0.0,3020.0,28,X3.291 Z0.0003
14:25:23.955,5,36,3.275,0.3746,0.0,130.74612,26.40008,-25.9925,,558.8,0,0,,2,3,"{""sr"":{""mpox"":130.74612,""mpoy"":26.40008,""mpoz"":-25.9925,""mpoa"":0,""posx"":3.275,""posy"":0.3746,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":3,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":36,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":0,""hold"":0,""macs"":5,""cycs"":1,""sps"":0,""feed"":558.8,""mark"":1598813305}}",5.312785048336643,0.2078448079999084,0.21241239463290348,0.20753462722868646,5.312785048336643,0.2078448079999084,0.21241239463290348,0.20753462722868646,-1.0321015,-0.0668984,-0.00010180000000000012,2.25802,1.2881454,1.2086591,11.0,-13.0,23.8986005,99.7,37.1989856,143.80182039999997,207.61459029999997,164.47389619999998,144.70124199999998,470.95274029999996,432.5785259,-1.0050928,-0.0767767,0.0262136,5.3726922,1.7010611000000002,2.1071085,-4.5359666999999995,14.515093399999998,-85.3412465,99.8,31.1006507,200.4247739,29.4742313,38.737561,31.1584735,85.05421049999998,394.91680349999996,-1.008,0.1219329,-0.0103623,2.7691083,1.7589529,3.9281083,-24.3624321,36.0,33.3422329,99.7,31.6822819,137.7146154,2.5502707,1.9127028,1.9127028,6.375676199999999,393.867711,-0.9969361999999999,-0.0303249,0.013936200000000001,-5.040746199999999,-8.0729282,0.3675478,4.0637521,28.0,43.0,99.8,31.363249,101.48774399999999,7.3364631,5.5023474,5.5023474,15.284298499999998,490.24785,-0.991,0.04,-0.0090602,-1.3864979000000002,-0.7283301999999999,1.0888375,-31.4167038,34.0,-30.0601607,99.8,30.9406016,124.2420229,55.413108699999995,52.4966295,49.5801503,160.989663,283.5180675,-1.0065453999999998,-0.001506,-0.0100394,-0.4276916,2.4687504000000002,5.1047488,15.0,18.0,-62.454924,99.7,30.3850563,101.3861971,64.4051658,48.19999550000001,56.925856700000004,154.15688140000003,329.28875700000003,-1.0112867,-0.0806869,-0.0249737,2.8074223,0.37197689999999994,2.2558154000000004,-21.0,-30.6610437,-19.0,99.7,31.6333895,0.0,2.5009089,3.126135900000001,2.5009089,6.564884800000001,540.7210144,-1.005,-0.039,-0.023,8.728,4.944,3.052,86.0,78.0,-400.0,99.8,27.31,0.0,0.0,0.0,0.0,0.0,3020.0,36,X3.275 Y0.3746 R0.083
14:25:24.259,5,42,3.275,0.7064,0.0,130.74612,34.8278,-25.9925,,558.8,0,0,,2,3,"{""sr"":{""mpox"":130.74612,""mpoy"":34.8278,""mpoz"":-25.9925,""mpoa"":0,""posx"":3.275,""posy"":0.7064,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":3,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":42,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":558.8,""mark"":1598813305}}",5.0684609450605,0.1985989248581682,0.20204867447497515,0.19761485201326234,5.0684609450605,0.1985989248581682,0.20204867447497515,0.19761485201326234,-1.03063016,-0.06718492,-0.0016301599999999994,2.1247239799999997,0.7455549000000002,1.28205364,11.0,-13.8151415,23.99912088,99.7,37.18001764,129.74821747999994,188.5008496199999,149.3318417799999,131.37937977999994,428.41102109999974,476.32484632,-1.00554692,-0.07622654,0.02710656,5.48118638,1.50364286,1.98350946,-5.0,16.0,-93.22673003999999,99.8,31.11286764,183.26498243999993,27.064448979999987,35.57041817999998,28.610988899999988,78.10026663999997,458.56873124,-1.0078794,0.12126896000000001,-0.0098794,2.8837240000000004,1.5645147000000001,3.9445147,-25.0,36.0,33.0,99.7,31.678514019999998,130.53656669999998,2.4399355999999996,1.8299516999999996,1.8299516999999996,6.099839819999999,519.1370775999999,-0.997,-0.03,0.01358914,-4.7821477,-8.21199362,0.24710032000000004,4.0,28.0,43.0,99.8,31.36114786,101.96049151999998,7.072403859999999,5.304303099999999,5.304303099999999,14.734174759999998,600.5738150999999,-0.99110962,0.040431879999999996,-0.01013706,-1.39063158,-0.8299243,1.12531984,-13.807254700000003,14.670208340000002,-13.375777880000003,99.8,30.94,113.13613487999999,54.00971253999999,51.16709563999999,48.32447955999999,156.91242799999998,372.83669374,-1.00649692,-0.001,-0.01036124,-0.42658979999999996,2.3760857,5.074649,15.0,17.50336126,-63.9291061,99.7,30.3751006,106.38699676000002,67.03245788000001,50.16622632000001,59.24804332000001,160.44543086000002,418.58051536,-1.011,-0.081,-0.025,3.0422442,0.43283794,2.1999188800000002,-22.0,-30.95214826,-18.39672354,99.7,31.633967260000002,0.0,2.7909770400000014,3.1398488400000018,2.7909770400000014,7.326313900000004,589.91835832,-1.005,-0.039,-0.023,8.728,4.944,3.052,86.0,78.0,-400.0,99.8,27.31,0.0,0.0,0.0,0.0,0.0,3020.0,42,X3.275 Y0.7064 R0.083
14:25:24.762,5,42,3.275,0.7064,0.0,130.74612,34.8278,-25.9925,,558.8,0,0,,2,3,"{""sr"":{""mpox"":130.74612,""mpoy"":34.8278,""mpoz"":-25.9925,""mpoa"":0,""posx"":3.275,""posy"":0.7064,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":3,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":42,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":558.8,""mark"":1598813305}}",5.06797910648157,0.19177027275183578,0.19961689016623865,0.20886342912656342,5.06797910648157,0.19177027275183578,0.19961689016623865,0.20886342912656342,-1.03099952,-0.06775848000000001,-7.2e-07,2.121378,1.34526192,1.3429772,11.0,-13.24082176,24.0,99.7,37.20999616,119.95010724,176.12927116,139.68873219999998,122.98681844,398.56839363999995,449.19913840000004,-1.005,-0.07594756,0.02443372,5.42570612,1.78052952,2.04135344,-5.0,16.0,-93.05259199999999,99.8,31.13105184,158.60115240000002,25.347215919999996,33.313484439999996,27.519834879999998,73.14482424,445.60130152,-1.00750372,0.12124852,-0.01058972,2.7121158000000003,1.6120158800000002,4.03327924,-25.0,36.0,33.0,99.7,31.66820204,126.23820348,2.3595922000000003,1.76969472,1.76969472,5.898981640000001,419.38565048,-0.9967256400000001,-0.03057252,0.013701080000000001,-4.85693928,-7.95022984,0.366,4.0,28.5727742,42.72585052,99.8,31.36,92.78943312,6.8732912399999995,5.15496836,5.15496836,14.31935668,539.9372179200001,-0.99155412,0.04044588,-0.0094082,-1.3246726,-0.73254412,1.1754542,-31.44620816,34.3004432,-31.14576496,99.8,30.941457760000002,115.18869196,52.610219719999996,49.8412608,47.07230188,152.84653368,303.61271383999997,-1.0065558399999999,-0.001,-0.01046056,-0.3263124,2.4196876,5.00985728,15.0,18.0,-64.46018836,99.7,30.3884072,108.9264128,68.91262827999999,51.57332192,60.90987131999999,164.94570996,337.8806328,-1.0113767999999999,-0.0816232,-0.02468704,2.92199248,0.44221827999999996,2.24278172,-21.0,-30.55910312,-19.0,99.7,31.63622948,0.0,3.0167110399999997,3.3938000799999997,3.0167110399999997,7.9188659999999995,495.88044668,-1.005,-0.039,-0.023,8.728,4.944,3.052,86.0,78.0,-400.0,99.8,27.31,0.0,0.0,0.0,0.0,0.0,3020.0,42,X3.275 Y0.7064 R0.083
14:25:25.292,5,42,3.275,0.7064,0.0,130.74612,34.8278,-25.9925,,558.8,0,0,,2,3,"{""sr"":{""mpox"":130.74612,""mpoy"":34.8278,""mpoz"":-25.9925,""mpoa"":0,""posx"":3.275,""posy"":0.7064,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":3,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":42,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":558.8,""mark"":1598813305}}",5.318288723998445,0.20548438885839196,0.20971254113191626,0.20399460283670012,5.318288723998445,0.20548438885839196,0.20971254113191626,0.20399460283670012,-1.0303263200000001,-0.06631792,-0.0016703199999999999,2.37030224,1.3557548000000001,1.43566312,10.84102048,-13.0,23.84102048,99.7,37.18154944,25.908876440000004,37.80997519999999,29.98722164000001,26.401792800000017,85.72434104000001,395.07738472,-1.00577868,-0.07579036,0.02357988,5.22482216,1.709,2.06362364,-5.22153756,16.0,-93.22153755999999,99.8,31.1186276,44.90943536000001,7.345000879999997,9.65343012,7.974572840000003,21.1955746,358.319077,-1.00761576,0.12194703999999999,-0.01,2.90333752,1.73888952,4.01064284,-24.43708324,36.0,33.0,99.7,31.67562884,82.59878719999999,1.53672148,1.1525412800000001,1.1525412800000001,3.84180404,364.00414112,-0.9970777200000001,-0.02959604,0.0140576,-5.005,-8.09811208,0.366,1.4413733199999998,12.91456516,19.83308224,99.8,31.3559644,64.16672276,4.842771920000001,3.63207856,3.63207856,10.08910784,501.36828528,-0.991,0.04,-0.00936352,-1.2196677999999999,-0.7243257599999999,1.15365796,-32.0,34.06290384,-31.0,99.8,30.9397814,84.38304855999999,40.48681588,38.355931319999996,36.22504592,117.62485576,272.37147724000005,-1.00666988,-0.00157308,-0.01033012,-0.38020771999999997,2.4208862,5.0310198800000006,15.0,18.0,-63.76708276,99.7,30.38340516,142.78622284,88.8829906,66.518883,78.56109464000001,212.74573872,373.18231704,-1.01034204,-0.081,-0.02522428,2.8216743600000003,0.44137376,2.27167436,-21.0,-30.22416744,-18.88218192,99.7,31.63,0.0,5.26411552,5.92212984,5.26411552,13.818302280000001,510.27440491999994,-1.005,-0.039,-0.023,8.728,4.944,3.052,86.0,78.0,-400.0,99.8,27.31,0.0,0.0,0.0,0.0,0.0,3020.0,42,X3.275 Y0.7064 R0.083
14:25:25.792,5,42,3.275,0.7064,0.0,130.74612,34.8278,-25.9925,,558.8,0,0,,2,3,"{""sr"":{""mpox"":130.74612,""mpoy"":34.8278,""mpoz"":-25.9925,""mpoa"":0,""posx"":3.275,""posy"":0.7064,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":3,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":42,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":558.8,""mark"":1598813305}}",5.223083480592024,0.19862874237167494,0.1840938919680191,0.20469827005562805,5.223083480592024,0.19862874237167494,0.1840938919680191,0.20469827005562805,-1.03115804,-0.06715972,0.0,2.4530577200000003,0.8174807199999993,1.23091684,8.411888480000007,-10.93545504000001,19.347343680000016,99.7,37.14999244,25.52936727999989,37.01867291999981,29.359637199999874,25.849245759999892,83.92951499999963,378.47841392,-1.005,-0.07680344,0.02504464,5.39634184,1.7000446799999998,2.01468,-5.01114864,16.011148640000002,-93.79227723999999,99.8,31.13,45.90667647999987,7.270287879999976,9.555235559999973,7.8934553199999735,20.979974279999936,358.29537332,-1.00743384,0.122,-0.01018464,2.8442507200000002,1.6624583199999998,4.0978116799999995,-25.0,36.0,32.56625912,99.7,31.67670756,81.63816187999994,1.525946759999999,1.1444602799999994,1.1444602799999994,3.814867479999997,408.16334176,-0.99646492,-0.029930679999999998,0.014,-4.98016844,-8.1612816,0.47450532,4.0,28.0,43.476740920000005,99.79419072,31.36814152,69.20250687999997,4.884882959999998,3.663661799999998,3.663661799999998,10.176839239999996,508.08533931999995,-0.991,0.04051072,-0.00944784,-1.4936730800000002,-0.7905040400000001,1.04700868,-31.48902548,34.48902548,-30.93713248,99.8,30.94,85.65774311999998,40.91116083999999,38.780371559999985,36.22342347999999,118.04574531999997,341.58105276000003,-1.00552472,-0.001,-0.01033808,-0.26419864000000004,2.47589352,5.194164,15.0,18.0,-63.57202916,99.7,30.369528,143.00725284000004,88.66449676000003,66.35536524000001,78.36797508000001,212.22276388000006,319.26659407999995,-1.01088224,-0.08210064,-0.026117759999999997,2.98275864,0.52177308,2.2784767199999996,-21.335679159999998,-30.21798252,-18.88230336,99.7,31.63,0.0,5.314570080000003,5.978890920000002,5.314570080000003,13.950745880000008,476.09234883999994,-1.005,-0.039,-0.023,8.728,4.944,3.052,86.0,78.0,-400.0,99.8,27.31,0.0,0.0,0.0,0.0,0.0,3020.0,42,X3.275 Y0.7064 R0.083
14:25:26.309,5,42,3.275,0.7064,0.0,130.74612,34.8278,-25.9925,,558.8,0,0,,2,3,"{""sr"":{""mpox"":130.74612,""mpoy"":34.8278,""mpoz"":-25.9925,""mpoa"":0,""posx"":3.275,""posy"":0.7064,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":3,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":42,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":558.8,""mark"":1598813305}}",4.9935904657436865,0.17348024857466957,0.19533368884163213,0.1971173616431476,4.9935904657436865,0.17348024857466957,0.19533368884163213,0.1971173616431476,-1.03181944,-0.06618272,-0.0021782199999999985,2.1410024799999996,0.9994371199999997,1.21019454,10.18052288,-13.18052288,23.81834852,99.7,37.13001134,28.883704519999775,41.70084829999967,33.03573697999975,29.244750919999774,94.77465623999926,385.17904248000013,-1.00422726,-0.0751674,0.02271288,5.40059212,1.6322820799999997,2.0472509600000004,-5.0,16.0,-94.16746372,99.8,31.16939976,49.37890293999973,7.960708759999958,10.462645559999944,8.643055299999954,22.972330739999876,336.7310810000001,-1.00787886,0.12248794,-0.01045962,2.8064846200000004,1.69252702,3.98667786,-24.7299453,36.0,33.4875798,99.7,31.68878824,83.99480915999989,1.564948799999998,1.1737114399999986,1.1737114399999986,3.912371679999995,354.46215466000007,-0.997,-0.0295905,0.014590400000000002,-4.957921959999999,-8.09302574,0.48102392000000005,4.0,28.0,43.11436228,99.8,31.37,65.84868151999993,4.912919839999995,3.6846893799999965,3.6846893799999965,10.235249439999992,445.42458126,-0.991,0.04110872,-0.00989128,-1.2778327,-0.6928228599999999,1.1053273800000003,-31.67887898,34.0,-32.21242676,99.8,30.94891298,88.74942567999994,41.26227333999997,39.11319657999997,36.53430435999997,119.05885021999993,289.876055,-1.007,-0.001,-0.011494460000000001,-0.4152895999999999,2.4132189600000005,4.9359781,15.0,18.0,-64.4342446,99.7,30.384342479999997,138.32862010000005,87.69214868000005,65.62767316000004,77.50854502000003,209.8954021400001,306.0649579000001,-1.0113506,-0.08069692,-0.024952480000000003,2.8846170399999997,0.5341871600000002,2.28230582,-22.0,-31.0,-18.04748004,99.7,31.63350964,0.0,5.1922146800000055,5.8887210200000055,5.1922146800000055,13.629562500000013,444.2255164000002,-1.005,-0.039,-0.023,8.728,4.944,3.052,86.0,78.0,-400.0,99.8,27.31,0.0,0.0,0.0,0.0,0.0,3020.0,42,X3.275 Y0.7064 R0.083
14:25:26.820,5,42,3.275,0.7064,0.0,130.74612,34.8278,-25.9925,,558.8,0,0,,2,3,"{""sr"":{""mpox"":130.74612,""mpoy"":34.8278,""mpoz"":-25.9925,""mpoa"":0,""posx"":3.275,""posy"":0.7064,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":3,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":42,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":558.8,""mark"":1598813305}}",5.07682866900056,0.1939383657960436,0.1942882092013502,0.19886465365375777,5.07682866900056,0.1939383657960436,0.1942882092013502,0.19886465365375777,-1.0309858,-0.0685978,0.0,2.1614748000000006,1.2347704000000008,1.3065448000000002,11.0,-13.0,23.999324,99.7,37.1640238,63.57496520000028,92.9482086000004,74.03666860000033,65.18445780000027,211.24592920000092,386.0416280000002,-1.005,-0.07678320000000001,0.026783200000000004,5.341559999999999,1.6531251999999999,1.9713425999999996,-5.587334599999998,16.0,-93.9579898,99.8,31.1688804,93.17839480000033,14.443294600000055,18.98261540000007,15.681291400000058,41.67922120000015,342.8576470000001,-1.0071956,0.1214644,-0.010195599999999999,2.8200260000000004,1.6806834,4.1097596,-24.731265999999998,35.731266,31.4642044,99.7,31.687329599999998,99.87721920000013,1.8568178000000026,1.3926134000000019,1.3926134000000019,4.642044600000006,421.507834,-0.9964728,-0.030527199999999997,0.014038400000000001,-4.8054608000000005,-7.9293835999999995,0.27613879999999996,4.0,28.0,42.782603200000004,99.8,31.3590792,77.23564220000009,5.677591600000006,4.258193800000004,4.258193800000004,11.828316400000013,477.6641286,-0.9915232,0.0404768,-0.0087584,-1.311077,-0.6857304000000001,1.0232696,-32.0,34.0,-31.2414828,99.8,30.9551704,90.86047280000008,45.76101720000003,43.37763120000003,40.51756740000003,132.03960240000012,336.324551,-1.0061579999999999,-0.001,-0.011,-0.3882263999999999,2.3883909999999995,5.0729180000000005,15.0,18.0,-63.3643686,99.7,30.393199,128.46684839999992,80.94455919999994,60.577863399999956,71.54454539999995,193.74471879999984,354.3440648,-1.0108944,-0.0811056,-0.0238944,2.8348326,0.42890379999999995,2.2644528,-22.0,-30.8942172,-18.8942172,99.7,31.63,0.0,4.3652531999999935,5.350784199999992,4.3652531999999935,11.458790199999981,499.5006,-1.005,-0.039,-0.023,8.728,4.944,3.052,86.0,78.0,-400.0,99.8,27.31,0.0,0.0,0.0,0.0,0.0,3020.0,42,X3.275 Y0.7064 R0.083
14:25:27.528,5,16,4.38295,-0.55285,1.02333,158.8881,2.84294,0.0,,0.0,0,0,,2,0,"{""sr"":{""mpox"":158.8881,""mpoy"":2.84294,""mpoz"":0,""mpoa"":0,""posx"":4.38295,""posy"":-0.55285,""posz"":1.02333,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":0,""dist"":0,""home"":1,""mots"":1,""plan"":0,""line"":16,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":0,""mark"":1598813305}}",5.076964614628978,0.18584040814924382,0.19519560923162022,0.19692235020090473,5.076964614628978,0.18584040814924382,0.19519560923162022,0.19692235020090473,-1.03177976,-0.06677608,0.0,2.1968180400000015,1.519363599999999,1.3227273199999996,10.444114040000002,-12.888227520000004,23.444114040000002,99.7,37.15444148,87.27412823999961,128.96558971999943,102.28305383999955,90.05355859999959,292.39612243999875,445.88822752,-1.0054847599999999,-0.07658112,0.025803000000000006,5.10135684,1.6440708,1.9549646,-5.0,16.0,-94.06620467999998,99.8,31.15134216,124.0560242799995,19.222191439999925,25.263451759999903,20.86980775999992,55.46975303999979,400.53269500000005,-1.00785524,0.12185524,-0.0113336,2.85217512,1.5896649999999999,4.04833252,-24.14483656,36.0,32.37700992,99.7,31.69609192,111.15329511999983,2.087385919999997,1.5655394399999976,1.5655394399999976,5.218464239999991,440.59149812000015,-0.996,-0.03,0.01351568,-4.85933272,-7.9785657599999995,0.38589848,3.6429042400000013,28.0,43.0308934,99.76429048,31.35127476,80.21094787999989,6.185360959999992,4.639021079999994,4.639021079999994,12.886168839999982,512.0542256800003,-0.9914881600000001,0.04033936,-0.008172480000000001,-1.33429788,-0.7252992000000003,1.0350548400000001,-31.33943336,34.0,-31.48793,99.8,30.96148456,105.1528578799999,49.15873443999995,46.59838343999995,43.52596287999995,141.84343175999985,355.65269828000015,-1.0065139600000002,-0.001,-0.011020200000000003,-0.41486376000000025,2.4589704,5.13159928,15.0,18.219194639999998,-63.48621084,99.7,30.3848622,119.48431984000014,75.36268280000009,56.400459640000065,66.61088748000007,180.3842284400002,371.63176628,-1.0112048,-0.0816766,-0.025528199999999997,2.9084539200000004,0.4088907200000001,2.3224367999999997,-21.14843528,-30.0,-18.825040559999998,99.7,31.628515439999997,0.0,3.774638240000009,4.24646824000001,3.774638240000009,9.908426600000025,538.50789352,-1.005,-0.039,-0.023,8.728,4.944,3.052,86.0,78.0,-400.0,99.8,27.31,0.0,0.0,0.0,0.0,0.0,3020.0,16,G0 X3.3121 Y0.0427
14:25:27.783,5,16,3.87879,-0.27246,1.02333,146.0823,9.96478,0.0,,0.0,0,0,,2,0,"{""sr"":{""mpox"":146.0823,""mpoy"":9.96478,""mpoz"":0,""mpoa"":0,""posx"":3.87879,""posy"":-0.27246,""posz"":1.02333,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":0,""dist"":0,""home"":1,""mots"":1,""plan"":0,""line"":16,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":0,""mark"":1598813305}}",5.16127626408358,0.18527474282905568,0.19028090014787394,0.19005513404036892,5.16127626408358,0.18527474282905568,0.19028090014787394,0.19005513404036892,-1.03132112,-0.06634422,0.00033101999999999036,2.2373970200000004,1.4417988200000023,1.34260268,10.34101271999999,-13.0,23.00325842,99.7,37.166622440000005,54.22106297999849,79.11501045999782,62.74638761999826,55.24410179999847,179.37282515999505,469.0101153599993,-1.0043862,-0.07636103999999999,0.024842060000000027,5.254012119999999,1.8008966400000022,1.9935395600000003,-3.2217017200000404,10.228467680000131,-60.092245880000775,99.8,31.14461924,83.3265027199981,12.62522765999971,16.593156499999623,13.707390339999685,36.432799719999174,424.63661335999933,-1.00788916,0.12233466000000001,-0.011223820000000013,2.8894004000000004,1.50568446,3.95347718,-25.0,36.0,32.889157960000006,99.7,31.6811084,96.76762259999927,1.7755528799999867,1.33166457999999,1.33166457999999,4.4388820399999664,466.07421791999974,-0.99712274,-0.03,0.013420420000000006,-4.944,-8.034448480000002,0.4526654200000004,4.0,28.0,42.57925065999999,99.8,31.36,76.24621601999955,5.478770219999968,4.109077419999976,4.109077419999976,11.414103819999934,491.56603897999963,-0.99053394,0.04,-0.009797479999999999,-1.3590464999999998,-0.7360583999999996,1.099,-32.0,34.0,-31.465917779999998,99.8,30.96,94.1153558999996,44.72809005999981,42.39850149999982,39.602996159999826,129.05917593999945,352.1139420199999,-1.006,-0.0012593800000000037,-0.011,-0.3175456599999996,2.3978604799999994,4.989190359999999,15.0,18.0,-64.0,99.7,30.3612382,133.7899333000005,82.94975850000031,62.07852906000024,73.31688366000029,198.54426128000077,405.6859253399995,-1.0114258,-0.082,-0.026425799999999996,2.9147445400000005,0.43153006000000116,2.325151640000001,-22.0,-30.175466280000002,-19.42555838,99.7,31.624255979999997,0.0,4.595530280000037,5.169971240000041,4.595530280000037,12.063266660000094,580.3587957599997,-1.005,-0.039,-0.023,8.728,4.944,3.052,86.0,78.0,-400.0,99.8,27.31,0.0,0.0,0.0,0.0,0.0,3020.0,16,G0 X3.3121 Y0.0427
