t_console,stat,line,posx,posy,posz,mpox,mpoy,mpoz,vel,feed,unit,dist,plane,coor,momo,raw_json,spindle,x_motor,y_motor,z_motor,spindle_A,x_motor_A,y_motor_A,z_motor_A,spindle2.Ax,spindle2.Ay,spindle2.Az,spindle2.Gx,spindle2.Gy,spindle2.Gz,spindle2.Mx,spindle2.My,spindle2.Mz,spindle2.Pressure,spindle2.Temperature,spindle2.Proximity,spindle2.ColorR,spindle2.ColorG,spindle2.ColorB,spindle2.ColorA,spindle2.RMS,frame_l3.Ax,frame_l3.Ay,frame_l3.Az,frame_l3.Gx,frame_l3.Gy,frame_l3.Gz,frame_l3.Mx,frame_l3.My,frame_l3.Mz,frame_l3.Pressure,frame_l3.Temperature,frame_l3.Proximity,frame_l3.ColorR,frame_l3.ColorG,frame_l3.ColorB,frame_l3.ColorA,frame_l3.RMS,frame_l2.Ax,frame_l2.Ay,frame_l2.Az,frame_l2.Gx,frame_l2.Gy,frame_l2.Gz,frame_l2.Mx,frame_l2.My,frame_l2.Mz,frame_l2.Pressure,frame_l2.Temperature,frame_l2.Proximity,frame_l2.ColorR,frame_l2.ColorG,frame_l2.ColorB,frame_l2.ColorA,frame_l2.RMS,frame_r2.Ax,frame_r2.Ay,frame_r2.Az,frame_r2.Gx,frame_r2.Gy,frame_r2.Gz,frame_r2.Mx,frame_r2.My,frame_r2.Mz,frame_r2.Pressure,frame_r2.Temperature,frame_r2.Proximity,frame_r2.ColorR,frame_r2.ColorG,frame_r2.ColorB,frame_r2.ColorA,frame_r2.RMS,y_bed__3.Ax,y_bed__3.Ay,y_bed__3.Az,y_bed__3.Gx,y_bed__3.Gy,y_bed__3.Gz,y_bed__3.Mx,y_bed__3.My,y_bed__3.Mz,y_bed__3.Pressure,y_bed__3.Temperature,y_bed__3.Proximity,y_bed__3.ColorR,y_bed__3.ColorG,y_bed__3.ColorB,y_bed__3.ColorA,y_bed__3.RMS,y_bed__4.Ax,y_bed__4.Ay,y_bed__4.Az,y_bed__4.Gx,y_bed__4.Gy,y_bed__4.Gz,y_bed__4.Mx,y_bed__4.My,y_bed__4.Mz,y_bed__4.Pressure,y_bed__4.Temperature,y_bed__4.Proximity,y_bed__4.ColorR,y_bed__4.ColorG,y_bed__4.ColorB,y_bed__4.ColorA,y_bed__4.RMS,gcode_line,gcode_string
16:28:43.826,5,26,1.5437,1.4565,0.0979,86.77111,53.88034,-23.50584,,185.42,0,0,,2,1,"{""sr"":{""mpox"":86.77111,""mpoy"":53.88034,""mpoz"":-23.50584,""mpoa"":0,""posx"":1.5437,""posy"":1.4565,""posz"":0.0979,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":26,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":0,""hold"":0,""macs"":5,""cycs"":1,""sps"":0,""feed"":185.42,""mark"":153225072}}",4.957692834286718,0.2011327969375997,0.2064272067218553,0.212344488245435,4.957692834286718,0.2011327969375997,0.2064272067218553,0.212344488245435,-1.034,-0.07,-0.006,2.38,1.282,1.099,11.0,-27.0,41.0,100.0,40.54,0.0,0.0,0.0,0.0,0.0,389.0,-1.004,-0.011,-0.002,0.549,1.953,4.761,10.0,-17.0,30.0,100.0,32.88,0.0,0.0,0.0,0.0,0.0,432.0,-0.991,0.039,-0.009,-1.648,-1.038,0.916,-33.0,35.0,-31.0,100.0,33.54,0.0,0.0,0.0,0.0,0.0,321.0,-1.006,-0.073,0.02,5.371,1.709,2.014,-5.0,17.0,-95.0,100.0,32.23,244.0,25.0,28.0,21.0,66.0,373.0,-0.997,-0.029,0.013,-4.639,-8.728,0.244,4.0,28.0,44.0,100.0,32.61,145.0,12.0,9.0,9.0,26.0,464.0,-1.008,0.123,-0.011,2.869,1.526,4.211,-23.0,35.0,33.0,100.0,33.04,0.0,0.0,0.0,0.0,0.0,404.0,26,X1.5437 Y1.4565 Z0.0979
16:28:44.093,5,58,1.6877,1.6224,0.0884,90.42871,58.0942,-23.74714,,185.42,0,0,,2,1,"{""sr"":{""mpox"":90.42871,""mpoy"":58.0942,""mpoz"":-23.74714,""mpoa"":0,""posx"":1.6877,""posy"":1.6224,""posz"":0.0884,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":58,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":0,""hold"":0,""macs"":5,""cycs"":1,""sps"":0,""feed"":185.42,""mark"":153225072}}",5.340939790495183,0.2098619620465077,0.2057407989955925,0.2082640539463585,5.340939790495183,0.2098619620465077,0.2057407989955925,0.2082640539463585,-1.03197738,-0.07034098,-0.004,2.27880666,1.54676654,0.97704012,11.9996702,-27.0,42.0,100.0,40.54658878,104.15864253999996,123.27675827999992,88.33735609999995,66.58263433999997,245.23537861999984,475.66401966,-1.00404158,-0.01067432,-0.00307368,0.46362926,1.89511398,4.83933392,11.0,-17.316316620000002,29.04160112,100.0,32.86725278,150.88937837999993,62.92408117999997,49.44034911999997,54.57700883999997,157.95228519999992,410.27318088,-0.991,0.03985414,-0.01047464,-1.62180786,-0.8603101000000001,0.8748820399999999,-32.52503742,35.0,-32.0,100.0,33.53145724,89.29291436000001,31.347512060000003,27.072851820000004,25.173002500000003,79.79366806,304.34550304,-1.0065512,-0.0746653799999999,0.02109316,5.15251014,1.57302394,2.03477146,-4.5511175,16.44274386,-94.33437056,100.0,32.23114482,140.76893785999997,13.931391839999996,15.154276419999997,11.702369279999996,36.22161877999999,420.39947218,-0.99740054,-0.02940054,0.0135994599999999,-5.21316092,-8.04844956,0.4063480399999999,4.0,28.0,44.0,100.0,32.62536976,89.69265283999997,7.190350299999998,5.392762719999998,5.392762719999998,15.579091879999991,533.17201726,-1.00634736,0.1239932,-0.0119966,2.79033196,1.78922608,4.18980482,-24.0,35.65590536,32.99662924,100.0,33.02006732,73.59639584000008,1.3628961800000017,1.022172300000001,1.022172300000001,3.0665165600000037,442.592259,58,X1.6877 Y1.6224 Z0.0884
16:28:44.341,5,91,1.4648,1.628,0.0786,84.76705,58.23644,-23.99606,,185.42,0,0,,2,1,"{""sr"":{""mpox"":84.76705,""mpoy"":58.23644,""mpoz"":-23.99606,""mpoa"":0,""posx"":1.4648,""posy"":1.628,""posz"":0.0786,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":91,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":0,""hold"":0,""macs"":5,""cycs"":1,""sps"":0,""feed"":185.42,""mark"":153225072}}",5.149866289638831,0.198368017027942,0.1822672567276245,0.1988852695591173,5.149866289638831,0.198368017027942,0.1822672567276245,0.1988852695591173,-1.0300202,-0.0709988,-0.0049958,2.4651942,1.4412735,1.1116375,11.9950079,-27.0,41.9994375,100.0,40.53,51.0142206,57.7303014,41.3214829,30.6905677,115.1567354,424.8319612,-1.0042793,-0.0102793,-0.003951,0.5289614,1.8160979,4.9718266,10.0,-17.0,29.7208431,100.0,32.87,68.3301835,32.1933575,25.2947802,27.9228096,80.8118967,322.9184777,-0.9901284,0.039,-0.0094548,-1.5702286,-1.0223223,0.8461609999999999,-33.0,35.399137200000006,-32.8714932,100.0,33.55,110.0342002,35.3521487,30.0757089,27.9651323,88.6441934,309.9818682,-1.0056673,-0.0759049,0.0250995,5.4667946,1.8195284,2.0255884,-4.5226686,16.0,-93.427682,100.0,32.2557231,98.7945046,10.2643641,10.6920461,8.1259548,26.943956,332.9129169,-0.9976261,-0.029,0.0139451,-5.3932122,-8.2117939,0.5597539,4.0549105,28.0,43.4836132,100.0,32.64,56.4425952,4.485504499999999,3.3641282,3.3641282,9.7185927,434.7769387,-1.0079946,0.123307,-0.0110026999999999,2.826557,1.7278942,4.21616,-24.0,35.0,33.0,100.0,33.0539159,149.6022397,2.7831427,2.0873571,1.3915715,5.5662864,394.4416305,91,X1.4648 Y1.628 Z0.0786
16:28:44.603,5,112,1.5101,1.4715,0.0723,85.91767,54.26134,-24.15608,,185.42,0,0,,2,1,"{""sr"":{""mpox"":85.91767,""mpoy"":54.26134,""mpoz"":-24.15608,""mpoa"":0,""posx"":1.5101,""posy"":1.4715,""posz"":0.0723,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":112,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":185.42,""mark"":153225072}}",5.250544823576782,0.2013794103113662,0.209572852950124,0.2107913997694325,5.250544823576782,0.2013794103113662,0.209572852950124,0.2107913997694325,-1.03262282,-0.06991994,-0.00499178,2.29533548,1.6250084,1.04352998,5.5486725,-12.490508340000002,18.97234418,100.0,40.524625920000005,73.58364552,87.84982889999999,62.55275824,46.914568200000005,174.77976456000002,424.24999124,-1.004,-0.0110299,-0.00345702,0.49165516,1.95274118,4.97110648,10.0,-17.0,28.02996026,100.0,32.87495694,103.39717884,45.64379986,35.862985560000006,39.58900984,115.04100524000002,409.52633438,-0.99101182,0.039,-0.00996946,-1.60375166,-0.84301202,1.00712518,-33.23152608,34.76847392,-32.23152608,100.0,33.54768448,69.84796036,33.40554662,29.35638918,26.82566572,85.03229988,322.2020434,-1.00648636,-0.07582828,0.02205752,5.2560476,1.66017188,1.9704363,-4.82845928,16.82845928,-94.5140019,100.0,32.24142898,117.29708374,11.6639547,12.149952799999998,9.23396374,30.13188218,361.77127458,-0.998,-0.02910044,0.01362556,-5.14673568,-8.17592448,0.4712676799999999,4.10024506,28.0,43.89975494,100.0,32.62,70.66999162,5.6974874,4.27311528,4.27311528,12.34455598,510.04014222,-1.00708504,0.12300324,-0.012,2.6863969,1.74736602,4.05601032,-24.54081512,34.54406916,32.99674596,100.0,33.049967599999995,118.43846428,2.16326002,1.6224449,1.08162978,4.32651904,456.35772582,112,X1.5101 Y1.4715 Z0.0723
16:28:45.112,5,112,1.5101,1.4715,0.0723,85.91767,54.26134,-24.15608,,185.42,0,0,,2,1,"{""sr"":{""mpox"":85.91767,""mpoy"":54.26134,""mpoz"":-24.15608,""mpoa"":0,""posx"":1.5101,""posy"":1.4715,""posz"":0.0723,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":112,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":185.42,""mark"":153225072}}",5.311457902031651,0.198790184022206,0.1965737481625395,0.1945732816422958,5.311457902031651,0.198790184022206,0.1965737481625395,0.1945732816422958,-1.0335571600000002,-0.07027944,-0.00455788,2.1432104,1.55276628,1.04526224,12.0,-27.0,41.0,100.0,40.54,44.54932736,54.07559911999999,38.38526975999999,28.578814280000003,107.87101352,370.99985248,-1.00468964,-0.01098068,-0.0042910399999999,0.69355084,1.60115504,4.88835024,9.8061798,-16.98106284,29.10798208,100.0,32.84349344,73.60212179999998,30.434632160000003,23.91292576,26.39738536,76.70769648,346.73324512,-0.99015736,0.03884264,-0.01,-1.600521,-0.94894176,0.9956768,-33.30617208,34.46356204,-31.62095172,100.0,33.54,113.72491372,35.94136396,30.5769818,28.96766664,90.12162996,375.56135712,-1.0062304,-0.0755792,0.02492872,5.2301344,1.80098632,1.94138868,-4.2302437600000005,16.579404959999998,-94.80964872,100.0,32.26,97.90627932,9.864035480000002,10.93546832,7.99130404,26.07688704,392.64958964,-0.99758804,-0.02922764,0.0129048399999999,-5.17132,-8.2579478,0.58581304,4.22776936,28.0,43.0,100.0,32.61359972,54.68807588000001,4.31925364,3.23944012,3.23944012,9.35838248,394.51697992,-1.00771448,0.1230072,-0.0110072,2.82498424,1.709,4.06284112,-24.0,35.0,32.99284824,100.0,33.0471444,152.88546452,2.8576718,2.1432546,2.1432546,6.429762800000001,371.57592816,112,X1.5101 Y1.4715 Z0.0723
16:28:45.626,5,112,1.5101,1.4715,0.0723,85.91767,54.26134,-24.15608,,185.42,0,0,,2,1,"{""sr"":{""mpox"":85.91767,""mpoy"":54.26134,""mpoz"":-24.15608,""mpoa"":0,""posx"":1.5101,""posy"":1.4715,""posz"":0.0723,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":112,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":185.42,""mark"":153225072}}",5.320728279038413,0.2028419547023701,0.2024655717016678,0.206514238007275,5.320728279038413,0.2028419547023701,0.2024655717016678,0.206514238007275,-1.030998,-0.07,-0.002004,2.136239,1.465119,0.976881,11.0,-26.998044,42.0,100.0,40.53002,0.309101,0.377573,0.268018,0.199546,0.75319,433.737851,-1.004069,-0.011,-0.003931,0.370212,1.669059,4.891424,10.0,-17.930954,29.069046,100.0,32.85069,16.985238,6.766477,5.316518,5.868883,17.054284,418.752528,-0.991427,0.039427,-0.008573,-1.682981,-0.916,0.968037,-33.0,35.0,-31.426536,100.0,33.53,92.327779,38.422119,33.260939,30.393617,96.34203,275.706142,-1.006682,-0.074318,0.021682,5.36815,1.850383,1.953,-4.682243,15.317757,-95.0,100.0,32.236822,78.486061,7.943933,8.897205,6.355147,20.654227,343.149523,-0.998,-0.029,0.013,-5.332642,-8.007321,0.587358,4.0,27.814411,43.814411,100.0,32.63,27.838312,2.227065,1.670299,1.855887,4.825307,412.681195,-1.007994,0.123994,-0.012,2.808743,1.829142,4.089372,-24.0,35.0,34.987815,100.0,33.030061,212.696187,3.97563,2.981722,2.981722,8.945167,348.396018,112,X1.5101 Y1.4715 Z0.0723
16:28:46.159,5,112,1.5101,1.4715,0.0723,85.91767,54.26134,-24.15608,,185.42,0,0,,2,1,"{""sr"":{""mpox"":85.91767,""mpoy"":54.26134,""mpoz"":-24.15608,""mpoa"":0,""posx"":1.5101,""posy"":1.4715,""posz"":0.0723,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":112,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":185.42,""mark"":153225072}}",5.36401314779443,0.2058327333914559,0.2047245644197144,0.2036400607887436,5.36401314779443,0.2058327333914559,0.2047245644197144,0.2036400607887436,-1.0339774,-0.0706816199999999,-0.004,2.0944192600000004,1.2612093000000004,0.9964192600000004,11.340828379999996,-26.65917162000001,41.0,100.0,40.53659188,104.8083214800006,127.22016406000073,90.3065412800005,67.23552708000038,253.7811561800014,413.9657135600005,-1.005,-0.011,-0.0037419999999999,0.3779519599999993,1.7571540999999995,4.92826954,10.0,-17.02364292,29.640760740000005,100.0,32.84,151.1794395800008,62.79454336000031,49.338569520000256,54.46465476000027,158.26787970000078,390.9271769200004,-0.9913289,0.03908834,-0.0101941399999999,-1.6225548199999995,-0.8671308599999993,1.0752969000000003,-33.0,34.71746126,-32.8057121,100.0,33.53,24.123177000000027,32.22991017999997,27.461646079999973,25.27180175999997,80.1068434199999,323.8689608400002,-1.00623154,-0.075,0.02479078,5.5771243,1.7813631000000003,2.0553707400000003,-4.768359020000003,16.0,-94.55940038,100.0,32.23208956,137.61259452000033,13.985019840000032,15.66322198000004,11.747416320000028,36.36105138000009,417.9718832800005,-0.997,-0.029,0.0138013999999999,-5.4032107000000025,-7.88443722,0.6755863600000003,4.0,27.4008333,43.27768786,100.0,32.61400834,91.07329450000036,7.189996720000028,5.392497620000022,5.991664320000023,15.57832650000006,535.3908272800008,-1.00667616,0.12332714,-0.0119934,2.7673178,1.7305440799999998,3.967,-24.0,35.33977949999999,32.33977949999999,100.0,33.03993334,73.3923693399992,1.3591176799999851,1.0193381799999888,0.6829081799999926,3.0580151999999674,385.8419665600004,112,X1.5101 Y1.4715 Z0.0723
16:28:46.668,5,112,1.5101,1.4715,0.0723,85.91767,54.26134,-24.15608,,185.42,0,0,,2,1,"{""sr"":{""mpox"":85.91767,""mpoy"":54.26134,""mpoz"":-24.15608,""mpoa"":0,""posx"":1.5101,""posy"":1.4715,""posz"":0.0723,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":112,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":185.42,""mark"":153225072}}",5.2337945184163,0.2053580267131595,0.2043156003856444,0.2074468181322291,5.2337945184163,0.2053580267131595,0.2043156003856444,0.2074468181322291,-1.03436096,-0.06932,-0.005,2.38966128,1.4038878,0.92610364,12.67815664,-27.0,40.32184336,100.0,40.5284032,133.2665761200001,161.76422456000012,114.82745420000012,85.49197380000007,322.6902916400002,366.7641412,-1.005,-0.011,-0.00398896,0.427,1.94961008,4.8457680000000005,10.0111144,-17.0,29.9888856,100.0,32.8301112,112.80216116000008,78.06160860000006,61.334121520000046,67.70649732000004,196.74711616000013,329.65705664,-0.99063964,0.03936036,-0.01063964,-1.58198776,-0.8765292799999999,0.94368548,-33.0,34.45268104,-32.54731896,100.0,33.50452648,102.70215255999996,30.329631159999995,26.255501319999997,23.99209664,76.05041791999999,283.72347964,-1.00610912,-0.07446072,0.0234344,5.12932776,1.87023556,2.02377848,-4.7305616,16.0,-94.6214304,100.0,32.22839664,129.87900920000004,15.535766360000007,17.400058400000006,12.428613360000003,40.39299308000002,324.86572816,-0.99728312,-0.02915288,0.01371688,-5.2716560800000005,-8.04274432,0.5504004,4.7164313600000005,28.0,43.13030896,100.0,32.62,104.59903720000004,8.597181320000006,6.447886240000004,6.447886240000004,18.62722552000001,444.6090227600001,-1.0071584,0.1231659599999999,-0.0103312399999999,2.7268984,1.74977424,4.089,-24.0,35.834215,33.67575564,100.0,33.02626532,35.66572999999986,0.6631398399999973,0.4973548399999979,0.4973548399999979,1.492063839999994,402.22351608,112,X1.5101 Y1.4715 Z0.0723
16:28:47.169,5,112,1.5101,1.4715,0.0723,85.91767,54.26134,-24.15608,,185.42,0,0,,2,1,"{""sr"":{""mpox"":85.91767,""mpoy"":54.26134,""mpoz"":-24.15608,""mpoa"":0,""posx"":1.5101,""posy"":1.4715,""posz"":0.0723,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":112,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":185.42,""mark"":153225072}}",5.20533042218545,0.1956443164037407,0.1980165929003855,0.1975850238997748,5.20533042218545,0.1956443164037407,0.1980165929003855,0.1975850238997748,-1.0348584200000002,-0.07085842,-0.0048584199999999,2.1618909800000004,1.32573968,0.8714019000000002,11.141480200000002,-27.0,41.1414802,100.0,40.54,136.50470543999975,165.6943905799997,117.61726149999976,87.56905655999984,330.53026149999937,364.34731080000006,-1.004,-0.011,-0.0055968199999999,0.5625587999999997,1.5854495800000004,4.82259318,10.187137240000002,-17.0,30.0,100.0,32.83196846,199.52664695999965,79.65083989999988,62.580718919999896,69.0933466799999,200.7674132799997,327.03993846000003,-0.99008036,0.039,-0.00879072,-1.6431001399999998,-0.92089986,0.8583556999999998,-33.56447998,35.0,-33.20928708,100.0,33.4864482,50.57048046000007,29.179817620000016,25.260140460000013,23.43773570000001,73.16730284000005,289.58518756,-1.006,-0.07553914,0.0243484599999999,5.15400422,1.7836512600000003,1.9307114,-4.0,16.63500332,-94.0,100.0,32.205557420000005,161.29079161999985,15.875077419999986,17.780087379999983,13.335065139999989,41.275202779999965,335.34638464000005,-0.9978409,-0.02972666,0.0141590999999999,-5.5026373,-8.21212418,0.4922483600000001,4.841151120000001,28.0,43.84115112,100.0,32.62273082,115.57801339999985,8.722869339999988,6.542151359999991,6.542151359999991,18.899549139999976,421.3301803800002,-1.00615034,0.12300516,-0.0127165199999999,2.75615598,1.64017874,4.15848862,-24.0,35.0,32.860843079999995,100.0,33.02,31.394805540000355,0.5785043600000062,0.4338787000000047,0.4284091000000049,1.3016351000000137,356.43830784000016,112,X1.5101 Y1.4715 Z0.0723
16:28:47.828,5,16,4.38295,-0.52487,1.02333,158.98269,3.48771,0.0,,0.0,0,0,,2,0,"{""sr"":{""mpox"":158.98269,""mpoy"":3.48771,""mpoz"":0,""mpoa"":0,""posx"":4.38295,""posy"":-0.52487,""posz"":1.02333,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":0,""dist"":0,""home"":1,""mots"":1,""plan"":0,""line"":16,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":0,""mark"":153225072}}",5.113839155807441,0.1921712822586638,0.1973692303805573,0.2062956822888608,5.113839155807441,0.1921712822586638,0.1973692303805573,0.2062956822888608,-1.0329204399999998,-0.07103968,-0.0040018,2.248273520000001,1.749588120000002,1.0917942400000007,12.0,-27.0,41.95824176000001,100.0,40.53041824,6.561704639999334,8.059408799999181,5.72092699999942,4.259376559999566,16.077058399998368,434.27316816000007,-1.00496288,-0.0110371199999999,-0.0030371199999999,0.4229209599999999,1.9525519200000008,4.930866760000002,9.331302399999997,-16.75923592,27.06077599999999,100.0,32.820669120000005,23.581564999999262,10.189771199999642,8.006248639999718,8.83806639999969,25.682381439999094,403.75618952,-0.99001708,0.03844896,-0.0085852,-1.7224328000000004,-0.8690243200000004,0.8074190399999993,-33.0,35.0,-32.55078272,100.0,33.49,139.77783452000014,38.04632288000004,32.91855048000004,30.096345320000037,95.3997354800001,340.8681915200001,-1.00535808,-0.074,0.02264192,5.193081239999999,1.83178172,2.01458628,-4.987184680000001,15.345081279999995,-95.34508128,100.0,32.226901760000004,74.42766755999966,7.974393319999963,8.63892523999996,6.313060719999971,20.268248799999903,413.9157384000001,-0.99758112,-0.02979056,0.014,-5.1274396,-8.04554332,0.5135518799999997,4.0,28.20943936,44.78335424000001,100.0,32.632022279999994,31.415959039999592,2.513276319999968,1.8849572399999757,1.8849572399999757,5.4454323999999295,512.8841135599998,-1.007,0.1239504,-0.0119508,2.695017719999999,1.5290916799999996,4.028069919999999,-24.9504672,35.0,32.04915076,100.0,33.0395088,206.3342480000009,3.803396040000016,2.8525468000000127,1.9016985200000085,8.55764132000004,422.9587787199998,16,G0 X1.4919 Y1.4848
