t_console,stat,line,posx,posy,posz,mpox,mpoy,mpoz,vel,feed,unit,dist,plane,coor,momo,raw_json,spindle,x_motor,y_motor,z_motor,spindle_A,x_motor_A,y_motor_A,z_motor_A,y_bed__3.Ax,y_bed__3.Ay,y_bed__3.Az,y_bed__3.Gx,y_bed__3.Gy,y_bed__3.Gz,y_bed__3.Mx,y_bed__3.My,y_bed__3.Mz,y_bed__3.Pressure,y_bed__3.Temperature,y_bed__3.Proximity,y_bed__3.ColorR,y_bed__3.ColorG,y_bed__3.ColorB,y_bed__3.ColorA,y_bed__3.RMS,frame_l2.Ax,frame_l2.Ay,frame_l2.Az,frame_l2.Gx,frame_l2.Gy,frame_l2.Gz,frame_l2.Mx,frame_l2.My,frame_l2.Mz,frame_l2.Pressure,frame_l2.Temperature,frame_l2.Proximity,frame_l2.ColorR,frame_l2.ColorG,frame_l2.ColorB,frame_l2.ColorA,frame_l2.RMS,spindle2.Ax,spindle2.Ay,spindle2.Az,spindle2.Gx,spindle2.Gy,spindle2.Gz,spindle2.Mx,spindle2.My,spindle2.Mz,spindle2.Pressure,spindle2.Temperature,spindle2.Proximity,spindle2.ColorR,spindle2.ColorG,spindle2.ColorB,spindle2.ColorA,spindle2.RMS,frame_r2.Ax,frame_r2.Ay,frame_r2.Az,frame_r2.Gx,frame_r2.Gy,frame_r2.Gz,frame_r2.Mx,frame_r2.My,frame_r2.Mz,frame_r2.Pressure,frame_r2.Temperature,frame_r2.Proximity,frame_r2.ColorR,frame_r2.ColorG,frame_r2.ColorB,frame_r2.ColorA,frame_r2.RMS,y_bed__4.Ax,y_bed__4.Ay,y_bed__4.Az,y_bed__4.Gx,y_bed__4.Gy,y_bed__4.Gz,y_bed__4.Mx,y_bed__4.My,y_bed__4.Mz,y_bed__4.Pressure,y_bed__4.Temperature,y_bed__4.Proximity,y_bed__4.ColorR,y_bed__4.ColorG,y_bed__4.ColorB,y_bed__4.ColorA,y_bed__4.RMS,frame_l3.Ax,frame_l3.Ay,frame_l3.Az,frame_l3.Gx,frame_l3.Gy,frame_l3.Gz,frame_l3.Mx,frame_l3.My,frame_l3.Mz,frame_l3.Pressure,frame_l3.Temperature,frame_l3.Proximity,frame_l3.ColorR,frame_l3.ColorG,frame_l3.ColorB,frame_l3.ColorA,frame_l3.RMS,gcode_line,gcode_string
15:01:12.901,5,31,1.705,-0.071,0.0,87.41256,11.76239,-21.21661,,1016.0,0,0,,2,3,"{""sr"":{""mpox"":87.41256,""mpoy"":11.76239,""mpoz"":-21.21661,""mpoa"":0,""posx"":1.705,""posy"":-0.071,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":3,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":31,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":0,""hold"":0,""macs"":5,""cycs"":1,""sps"":0,""feed"":1016,""mark"":1517310492}}",5.49118247901788,0.2023785404162481,0.2061157708521932,0.2082958219398278,5.49118247901788,0.2023785404162481,0.2061157708521932,0.2082958219398278,-0.997,-0.026,0.0,-5.371,-9.46,0.549,3.0,28.0,70.0,101.5,31.36,0.0,14.0,11.0,12.0,33.0,295.0,-0.99,0.039,-0.006,-1.587,-0.916,0.916,-31.0,38.0,-49.0,101.6,32.36,0.0,0.0,0.0,0.0,0.0,211.0,-1.033,-0.067,-0.003,2.441,1.587,1.099,10.0,4.0,29.0,101.5,39.29,0.0,0.0,0.0,0.0,0.0,176.0,-1.005,-0.077,0.028,5.371,1.648,1.77,7.0,15.0,-105.0,101.6,31.28,0.0,106.0,132.0,80.0,257.0,200.0,-1.005,0.122,-0.008,2.686,1.587,3.54,-6.0,31.0,48.0,101.5,31.66,0.0,7.0,5.0,5.0,17.0,176.0,-1.006,-0.011,-0.013,0.549,1.587,4.578,11.0,-14.0,23.0,101.6,31.56,0.0,0.0,0.0,0.0,0.0,2655.0,31,G3 X1.705 Y-0.071 R0.2099
15:01:13.195,5,39,3.41,-0.071,0.0,130.71955,11.76239,-21.21661,,1016.0,0,0,,2,2,"{""sr"":{""mpox"":130.71955,""mpoy"":11.76239,""mpoz"":-21.21661,""mpoa"":0,""posx"":3.41,""posy"":-0.071,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":2,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":39,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":0,""hold"":0,""macs"":5,""cycs"":1,""sps"":0,""feed"":1016,""mark"":1517310492}}",5.091128889233261,0.188333593669111,0.2029130495114309,0.2105599024412691,5.091128889233261,0.188333593669111,0.2029130495114309,0.2105599024412691,-0.997,-0.02612604,0.0,-5.6836964000000005,-9.46,0.5187837200000001,3.0,27.12616408,70.0,101.5,31.34,0.0,12.233707559999996,9.61219904,10.486034959999998,28.83659636,233.95762528000003,-0.98947904,0.03952096,-0.00495104,-1.61281436,-0.99719764,0.85703672,-30.04898016,38.4298768,-50.0,101.6,32.3542988,0.0,39.97851896,32.670618000000005,25.36271616,88.55456992,231.17000512,-1.03379,-0.06711176,-0.00278324,2.29769808,1.350247,1.2218408,10.11191048,4.78306948,29.78306948,101.5,39.28111936,109.62971667999996,175.40754616,133.90486739999997,118.24347932,392.3177702,261.79050748,-1.0041920400000002,-0.07592256,0.02603716,5.7181628,1.5519320799999998,1.95761992,6.8426698,14.30273228,-100.92123608,101.6,31.28229176,0.0,16.263842800000013,20.253087280000013,12.274598440000004,39.43214744000005,236.52427316,-1.006865,0.1198685999999999,-0.0090017999999999,2.59513776,1.60289368,3.3941047600000003,-6.86703056,31.0,47.0,101.5,31.65,0.0,0.9182198000000008,0.6558711600000009,0.6558711600000009,2.229962120000001,201.1003836,-1.00591576,-0.01,-0.01608424,0.4564166,1.90011496,4.5485834,10.73505136,-14.0,22.26494864,101.6,31.58915736,52.7133606,85.25247227999999,96.96655208,93.71264052,261.61445624,1385.67055736,39,G2 X3.41 Y-0.071 R0.071
15:01:13.465,5,47,3.324,3.3368,0.0,128.53515,98.32051,-21.21661,,1016.0,0,0,,2,1,"{""sr"":{""mpox"":128.53515,""mpoy"":98.32051,""mpoz"":-21.21661,""mpoa"":0,""posx"":3.324,""posy"":3.3368,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":47,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":1016,""mark"":1517310492}}",5.351982154020904,0.2058023587339084,0.204868864874355,0.2068413695488276,5.351982154020904,0.2058023587339084,0.204868864874355,0.2068413695488276,-0.9970036,-0.02627604,0.0002760399999999,-5.43244712,-9.72697308,0.4604745999999998,3.0,27.0,69.72378252,101.5,31.34,0.0,3.8670477999999777,3.0383944799999827,3.314612399999981,9.115184159999949,285.64735836,-0.989,0.0397084,-0.00712444,-1.45993648,-0.96681108,0.94903212,-30.29146176,38.0,-49.70853824,101.6,32.36,0.0,50.360137640000026,41.15452148000002,31.94890432000001,111.55041288000004,319.2902634,-1.0307356,-0.068,-0.00363648,2.2459238,1.4478215600000002,1.19729488,9.363808719999998,5.0,29.33900576,101.5,39.30636192,47.12181563999982,75.93731363999972,57.630996719999786,51.18988607999981,169.50293295999938,236.47115727999997,-1.0053916,-0.07559776,0.02680448,5.404914720000001,1.7059357599999998,1.91524144,7.0,15.0,-106.08216264,101.53094912,31.2829888,0.0,74.32201756000016,92.5519468000002,56.09208904000012,180.1958355200004,237.24333863999988,-1.00526908,0.1195458,-0.00873092,2.85066168,1.7085176,3.44985076,-6.0,30.276897,47.00791136,101.5,31.65454116,0.0,5.061719560000011,3.6155142800000073,3.6155142800000073,12.292748120000024,249.54268884,-1.0050747599999998,-0.00925432,-0.014,0.4975041199999999,1.7276128,4.59081304,10.4848184,-14.41015556,22.92533716,101.6,31.60589836,38.14448627999993,53.32024939999991,61.11320987999989,59.062430799999895,164.4724629199997,261.3251436799999,47,G1 X3.324
15:01:13.978,5,47,3.324,3.3368,0.0,128.53515,98.32051,-21.21661,,1016.0,0,0,,2,1,"{""sr"":{""mpox"":128.53515,""mpoy"":98.32051,""mpoz"":-21.21661,""mpoa"":0,""posx"":3.324,""posy"":3.3368,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":47,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":1016,""mark"":1517310492}}",5.3255827654909735,0.2099052409150606,0.2132374924462396,0.208920255996115,5.3255827654909735,0.2099052409150606,0.2132374924462396,0.208920255996115,-0.9975329,-0.026,0.0,-5.956504799999999,-9.3624952,0.6465047999999995,3.0,27.0,69.0,101.5,31.345328,0.0,7.459364239999969,6.393740139999974,6.393740139999974,17.582786499999926,320.95784980000013,-0.99,0.03998698,-0.0056814,-1.51454186,-0.9564569200000002,0.8861893599999999,-15.700303839999988,19.245533599999984,-25.192282199999983,101.6,32.35812182,0.0,45.899088940000034,37.50893326000003,29.118777040000023,101.66894984000008,232.93390252000003,-1.03506924,-0.06753634,-0.00153634,2.2427815000000004,1.289786,1.25335828,9.402822920000002,4.0,28.59717708,101.5,39.31,72.67310899999977,118.82318589999964,90.17831031999972,80.09955829999974,265.76078521999915,290.6583818800001,-1.005,-0.07556024,0.0275602399999999,5.07466268,1.79508522,1.86128272,7.0,15.0,-105.5603711,101.6,31.28985798,0.0,48.10598420000022,59.905564840000274,36.30640256000017,116.63431886000052,270.7619667400001,-1.00646178,0.1205248799999999,-0.0080068999999999,2.6924897799999994,1.8833975800000005,3.38985636,-6.0,30.0067413,47.9932587,101.5,31.6547485,0.0,3.276805800000015,2.3405754400000105,2.3405754400000105,7.957957220000036,289.2492476600001,-1.00532016,-0.00996594,-0.0101181,0.3419718200000002,1.63598564,4.4977905,8.890000640000006,-11.722033220000007,19.774745580000012,101.6,31.62162702,37.74975545999993,67.22559131999988,77.05087029999987,74.46527045999987,206.8479737199997,368.5229222,47,G1 X3.324
15:01:14.492,5,47,3.324,3.3368,0.0,128.53515,98.32051,-21.21661,,1016.0,0,0,,2,1,"{""sr"":{""mpox"":128.53515,""mpoy"":98.32051,""mpoz"":-21.21661,""mpoa"":0,""posx"":3.324,""posy"":3.3368,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":47,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":1016,""mark"":1517310492}}",5.142004944043768,0.1945195161820396,0.2005311187482145,0.2069740392917483,5.142004944043768,0.1945195161820396,0.2005311187482145,0.2069740392917483,-0.99718356,-0.02636684,0.00018356,-6.03070404,-9.283359440000002,0.8092352999999994,3.0,27.0,69.81678384,101.5,31.35,0.0,11.434975399999969,8.984623879999976,9.801407719999974,26.95387163999992,357.1277716199997,-0.99,0.03995978,-0.0059667799999999,-1.41095434,-0.98147858,0.9249569800000002,-31.07341822,38.0,-48.44299826,101.6,32.35443024,0.0,41.19887154000004,33.66789556000003,25.693919680000025,91.25771630000008,291.43313407999995,-1.02899206,-0.0681025,-0.0028975,2.39996678,1.48159552,1.1759256400000002,10.0,4.0,28.15817176,101.5,39.2931635,103.44976129999976,165.51961767999964,126.35649435999972,111.57795715999974,370.2023594999992,358.09837486000026,-1.00496638,-0.07676014,0.02834524,4.95838362,1.9194834000000005,1.940414,7.793672879999998,15.0,-105.96631358,101.6,31.28172638,0.0,21.87065032000022,27.23514950000026,16.506151140000156,53.02601026000053,270.32153893999987,-1.00419218,0.1201875,-0.00718984,2.63685668,1.70858042,3.36815738,-5.687515379999985,24.37506541999993,38.1898955999999,101.5,31.65814832,0.0,1.312484620000015,1.124986660000013,0.937489340000011,3.187462480000036,324.21525639999976,-1.005,-0.00924682,-0.00750554,0.3354240600000002,1.7163941399999998,4.555534260000001,10.37291492,-14.0,23.62708508,101.6,31.64,53.30222475999992,81.52104983999989,93.43566509999988,90.30024005999988,250.8339995999997,293.34681912,47,G1 X3.324
15:01:15.007,5,47,3.324,3.3368,0.0,128.53515,98.32051,-21.21661,,1016.0,0,0,,2,1,"{""sr"":{""mpox"":128.53515,""mpoy"":98.32051,""mpoz"":-21.21661,""mpoa"":0,""posx"":3.324,""posy"":3.3368,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":47,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":1016,""mark"":1517310492}}",5.173873905257432,0.1847205064566603,0.1898054349350902,0.2025820209148322,5.173873905257432,0.1847205064566603,0.1898054349350902,0.2025820209148322,-0.99787872,-0.0261212799999999,-0.00087872,-5.714816880000001,-9.41563288,0.5101831199999993,3.121220719999996,27.0,70.0,101.5,31.34,0.0,12.302906000000055,10.545347440000048,10.545347440000048,29.87848528000013,229.4247138399998,-0.98963832,0.04,-0.00592884,-1.7708000800000003,-1.0116144,0.7186312799999997,-31.0,38.0,-49.638584,101.6,32.355674480000005,0.0,40.226809799999934,32.87352263999995,25.44910387999996,89.10454703999986,243.6226807999999,-1.03175372,-0.0682025999999999,-0.00276824,2.37911188,1.70811188,1.2678723200000002,9.231601599999998,4.0,29.0,101.5,39.29,108.80209804000042,175.38268312000065,133.8713274800005,118.22671896000044,392.2621609200015,230.1233910800001,-1.00514876,-0.0749950799999999,0.02599004,5.12791092,1.868288759999999,1.89291092,6.965157160000001,15.07940472,-105.47237944,101.6,31.271590720000003,0.0,16.33120951999962,20.33697795999953,12.325441199999712,39.59548031999908,267.5713758000001,-1.0052372399999998,0.11988132,-0.00974956,2.8609661600000003,1.65603384,3.29838832,-6.118647119999996,31.0,47.0,101.5,31.65868332,0.0,0.9218727199999732,0.6584804399999808,0.6584804399999808,2.238832599999935,237.55288196,-1.00542088,-0.0094208799999999,-0.00757912,0.3844168000000001,1.5207735999999994,4.767748400000001,10.963960640000002,-14.0,22.6149176,101.6,31.64,64.33886524000019,84.62439864000021,96.99258052000025,93.73779584000025,260.3827652800006,321.4401419600002,47,G1 X3.324
15:01:15.521,5,47,3.324,3.3368,0.0,128.53515,98.32051,-21.21661,,1016.0,0,0,,2,1,"{""sr"":{""mpox"":128.53515,""mpoy"":98.32051,""mpoz"":-21.21661,""mpoa"":0,""posx"":3.324,""posy"":3.3368,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":47,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":1016,""mark"":1517310492}}",5.217543782375672,0.186410426618174,0.1843436264408336,0.20359597530097,5.217543782375672,0.186410426618174,0.1843436264408336,0.20359597530097,-0.9982,-0.026,0.0004,-5.810196200000001,-9.704607199999998,0.4513986000000001,3.0,27.0,69.0,101.5,31.36,0.0,8.400316799999976,6.60024899999998,7.200271799999978,19.80074699999994,312.20038459999995,-0.9895184,0.0402436,-0.0064816,-1.5111464,-0.9476336,0.8694373999999998,-30.0,38.7620848,-50.2379152,101.6,32.36,0.0,44.77138580000003,36.58736880000002,28.16543700000002,99.17102680000006,204.5374258,-1.0339006,-0.067,-0.0011,2.2792745999999995,1.5839764,1.2408740000000005,9.57471,4.0,29.42529,101.5,39.28,79.35993179999981,128.73507779999971,97.70072879999977,86.7812351999998,287.35508419999934,222.58338620000004,-1.0055934,-0.0752204,0.0259819999999999,5.1752466,1.6096254,1.8930968,7.424852000000001,14.424852,-106.0,101.6,31.2744284,0.0,43.128193000000174,53.70680680000021,32.54957960000013,104.56552500000042,270.0621191999997,-1.0055988,0.1206059999999999,-0.008,2.7349324,1.7214923999999998,3.4059324,-6.394120400000002,31.0,47.5989172,101.5,31.6540108,0.0,2.8075786000000127,2.4064958000000103,2.005413200000009,6.818404400000029,267.2492803999999,-1.0051192,-0.0095806,-0.0046998,0.2897664000000005,1.77,4.58011,10.880688,-14.4615232,23.0,101.6,31.6411932,50.67803499999993,70.00196519999992,80.23302179999989,77.5406385999999,215.39066259999973,266.0638039999998,47,G1 X3.324
15:01:16.036,5,47,3.324,3.3368,0.0,128.53515,98.32051,-21.21661,,1016.0,0,0,,2,1,"{""sr"":{""mpox"":128.53515,""mpoy"":98.32051,""mpoz"":-21.21661,""mpoa"":0,""posx"":3.324,""posy"":3.3368,""posz"":0,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":1,""dist"":0,""home"":1,""mots"":0,""plan"":0,""line"":47,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":1016,""mark"":1517310492}}",5.342500028406643,0.2058771300328761,0.208450436699653,0.2086618042824767,5.342500028406643,0.2058771300328761,0.208450436699653,0.2086618042824767,-0.9973015,-0.0269994,6.000000000000072e-07,-5.841905200000002,-9.4472734,0.7501948000000003,3.698025299999996,27.0,69.0007392,101.5,31.3430121,0.0,4.21729580000005,3.313589600000039,3.6148251000000418,9.940768500000118,379.02288879999935,-0.99,0.0396595,-0.0055835,-1.5643204000000002,-0.959704,0.9742577,-31.0,38.0,-49.1215417,101.6,32.35,0.0,50.06135789999994,40.91035699999995,31.342604099999964,110.88859949999988,276.8009891999999,-1.0297336,-0.0678306,-0.0025241,2.3217088999999995,1.433260300000001,1.1868004000000003,10.0,5.0,28.7379584,101.5,39.269153,48.20181800000037,77.67774940000062,58.95186310000045,52.36312550000041,173.38783330000132,310.6738202999994,-1.0056811,-0.0750315,0.0266388,5.4047977,1.7038564999999994,1.8374547999999995,7.0,15.0,-105.9683117,101.5712501,31.286808,0.0,72.16613409999965,89.86726099999957,54.46500719999975,174.96883449999913,333.3768808999994,-1.0053032,0.1206967999999999,-0.009,2.8494218,1.5878106,3.4185406,-6.696765799999996,30.307664300000003,47.3076643,101.5,31.6470122,0.0,4.877358499999976,4.180593399999979,3.483827599999983,11.84501409999994,298.5870450999995,-1.0046346,-0.01,-0.0026376999999999,0.4655350000000002,1.7124651000000002,4.651784800000001,11.0,-14.0,23.1557404,101.6,31.64,42.183434500000175,55.08943300000018,62.8973586000002,60.7867091000002,169.06155620000055,348.96401939999976,47,G1 X3.324
15:01:16.706,5,16,-0.03233,3.08844,0.8353,43.28449,92.01224,0.0,,0.0,0,0,,2,0,"{""sr"":{""mpox"":43.28449,""mpoy"":92.01224,""mpoz"":0,""mpoa"":0,""posx"":-0.03233,""posy"":3.08844,""posz"":0.8353,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":0,""dist"":0,""home"":1,""mots"":1,""plan"":0,""line"":16,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":0,""mark"":1517310492}}",5.2930454913677325,0.2173675837623402,0.2105452434555963,0.2149322417910353,5.2930454913677325,0.2173675837623402,0.2105452434555963,0.2149322417910353,-0.997,-0.026203,0.0,-5.682185800000001,-9.423845500000002,0.7682559999999985,2.0,27.0,69.8985915,101.5,31.3310142,0.0,12.580281699999912,9.884507199999932,10.783098699999924,29.6535215999998,263.37746549999986,-0.9893636,0.0396364,-0.0062124,-1.4463157000000004,-1.0307467999999995,0.9918893999999994,-31.0,38.3639726,-49.69548,101.6,32.3436396,0.0,39.378581900000114,32.18034640000009,24.922658300000062,87.22567590000025,323.8003716999998,-1.0310153000000002,-0.068,-0.004,2.3662444,1.3533724999999974,1.0517556000000003,9.799442799999994,5.0,28.213027400000005,101.5,39.2221304,111.90952559999934,179.07519399999896,135.9177514999992,120.71586709999929,399.7338844999977,306.74281540000027,-1.0051356,-0.075996,0.0285842999999999,5.4317536,1.864661199999999,1.9881392999999987,7.860030999999994,15.0,-105.1318916,101.5139969,31.2713996,0.0,14.408589100000604,17.94277120000075,10.874407000000454,34.93403180000146,278.0445515999997,-1.0052070000000002,0.1199013999999999,-0.0088914999999999,2.916753499999999,1.8117412999999989,3.3624011000000005,-7.0,30.989979400000003,47.79285899999999,101.5,31.6579289,0.0,0.7600666000000423,0.5429050000000303,0.5429050000000303,1.8458758000001028,242.52597389999983,-1.005,-0.0100301,-0.0042936999999999,0.3902844000000003,1.6443298999999998,4.6202207,10.0,-14.0,24.0,101.6,31.633379400000003,69.00566119999958,86.06783389999968,98.64697909999964,95.33667829999963,264.824106099999,285.7384341,16,G0 X1.8603 Y-0.1375
15:01:16.962,5,16,0.26433,2.58279,0.8353,50.81961,79.16877,0.0,,0.0,0,0,,2,0,"{""sr"":{""mpox"":50.81961,""mpoy"":79.16877,""mpoz"":0,""mpoa"":0,""posx"":0.26433,""posy"":2.58279,""posz"":0.8353,""posa"":0,""unit"":0,""stat"":5,""coor"":2,""momo"":0,""dist"":0,""home"":1,""mots"":1,""plan"":0,""line"":16,""path"":2,""frmo"":2,""prbe"":1,""safe"":0,""estp"":0,""spc"":1,""hold"":0,""macs"":5,""cycs"":1,""sps"":12000,""feed"":0,""mark"":1517310492}}",5.167583224756354,0.1839878366049266,0.1943389076232072,0.2016569556325126,5.167583224756354,0.1839878366049266,0.1943389076232072,0.2016569556325126,-0.997,-0.02622278,0.0,-5.83199302,-9.43266114,0.5696213599999994,3.0,26.222322840000004,69.77767716,101.5,31.34221966,0.0,3.107182380000045,2.441358100000035,2.663299340000038,7.324073300000104,227.6012780200005,-0.98944724,0.04010652,-0.0054216399999999,-1.5582033799999992,-0.9689922199999998,1.01875038,-31.0,38.0,-49.0,101.6,32.34,0.0,51.44337527999994,42.03974767999996,32.63611929999996,113.94984163999987,250.22997781999996,-1.03309656,-0.06728956,-0.0047383799999999,2.39718268,1.5145472800000004,1.0174115000000004,9.710637079999998,4.393356259999995,29.02791712,101.5,39.19682734,40.22147300000033,64.81733790000054,49.48109294000041,43.693830840000366,144.9709217600012,357.507553,-1.005,-0.07523862,0.0254776599999999,5.47679108,1.8914489,1.93954658,2.044458080000024,3.8502970200000455,-27.19973236000032,101.59909668,31.28734298,0.0,79.74884273999969,99.3098791999996,60.18780549999977,193.35332569999923,246.43803728000012,-1.00501092,0.11998908,-0.009,2.91411772,1.7554452799999998,3.47700944,-6.01087788,30.98912212,47.01087788,101.5,31.64783146,0.0,5.405882219999978,3.861344219999984,3.861344219999984,13.128570439999947,210.7488422200002,-1.005,-0.0092195399999999,-0.0026098799999999,0.4018994000000002,1.6671882999999998,4.6453378800000005,10.0,-14.0,24.0,101.6,31.64,48.36253568000016,50.702658120000166,58.11304666000019,56.162945000000185,156.0081800200005,250.5771285800001,16,G0 X1.8603 Y-0.1375
